hour,count,percent
0,68,1.7132779037540944
1,273,6.878306878306878
2,184,4.635928445452255
3,76,1.9148400100781053
4,67,1.6880826404635927
5,65,1.6376921138825902
6,38,0.9574200050390527
7,90,2.2675736961451247
8,112,2.821869488536155
9,240,6.046863189720333
10,61,1.5369110607205845
11,130,3.2753842277651803
12,176,4.4343663391282435
13,100,2.5195263290501386
14,135,3.4013605442176873
15,285,7.180650037792895
16,171,4.308390022675737
17,285,7.180650037792895
18,602,15.167548500881834
19,113,2.8470647518266565
20,195,4.91307634164777
21,90,2.2675736961451247
22,99,2.494331065759637
23,314,7.911312673217435
