hour,count,percent
0,174,16.051660516605164
1,58,5.350553505535055
2,6,0.5535055350553505
3,15,1.3837638376383763
4,3,0.27675276752767525
5,7,0.6457564575645757
6,15,1.3837638376383763
7,5,0.46125461254612543
8,0,0.0
9,0,0.0
10,1,0.09225092250922509
11,7,0.6457564575645757
12,7,0.6457564575645757
13,13,1.1992619926199262
14,1,0.09225092250922509
15,127,11.715867158671585
16,0,0.0
17,113,10.424354243542435
18,159,14.667896678966791
19,287,26.476014760147603
20,21,1.9372693726937271
21,16,1.4760147601476015
22,25,2.3062730627306274
23,24,2.214022140221402
