province,current_strikes,historical_mean_strikes,strike_anomaly,strike_anomaly_percent,area_km2,current_density_km2,historical_mean_density_km2,density_anomaly_km2,density_anomaly_percent
Modena,372.0,61.0,311.0,509.83606557377044,5279.663006173349,0.07045904247392908,0.011553767717499122,0.058905274756429954,509.83606557377055
Central Bosnia,300.0,6.0,294.0,4900.0,6627.902584314324,0.04526318789144302,0.0009052637578288604,0.04435792413361416,4900.0
Zlatiborski,258.0,0.0,258.0,100.0,11697.859492127214,0.022055317058102535,0.0,0.022055317058102535,
Zenica-Doboj,250.0,1.0,249.0,24900.0,6685.650770379511,0.037393517637447395,0.00014957407054978956,0.03724394356689761,24900.000000000004
Lodi,423.0,194.0,229.0,118.04123711340206,1607.3092925971027,0.2631727458730195,0.120698611582425,0.14247413429059447,118.04123711340206
Ancona,306.0,87.0,219.0,251.72413793103448,3826.2780659373902,0.07997327813785897,0.022737500647038333,0.057235777490820636,251.72413793103453
Lot,208.0,0.0,208.0,100.0,10081.433229972803,0.020631987065251944,0.0,0.020631987065251944,
West Bosnia,319.0,115.0,204.0,177.3913043478261,10164.722753156095,0.03138304976404321,0.011313638629670749,0.02006941113437246,177.3913043478261
Sarajevo,188.0,0.0,188.0,100.0,2706.8548065076907,0.0694533003942507,0.0,0.0694533003942507,
Varese,600.0,413.0,187.0,45.27845036319613,2310.187990328194,0.259719123513737,0.1787733300186223,0.08094579349511469,45.27845036319612
Kocevje,188.0,7.0,181.0,2585.714285714286,1207.06542029245,0.15574963613359996,0.005799188579442552,0.1499504475541574,2585.7142857142853
Pordenone,187.0,14.0,173.0,1235.7142857142858,4545.014562332615,0.04114398258473938,0.0030802981614243387,0.038063684423315036,1235.7142857142856
Rieti,227.0,66.0,161.0,243.93939393939394,4905.246501849379,0.04627698116994046,0.013454981309321896,0.03282199986061857,243.93939393939394
Pyrénées-Orientales,261.0,108.5,152.5,140.55299539170508,7818.362476844809,0.03338294953361252,0.013877586300371485,0.019505363233241032,140.55299539170508
Zadarska,135.0,1.0,134.0,13400.0,11839.166734318038,0.011402829525888614,8.446540389547121e-05,0.011318364121993142,13400.0
Foča,165.0,35.0,130.0,371.42857142857144,5301.024969537424,0.031126055988828547,0.006602496724903025,0.02452355926392552,371.4285714285714
Udine,371.0,247.0,124.0,50.20242914979757,9651.900495999836,0.0384380257705473,0.025590815000876507,0.012847210769670794,50.20242914979755
Lozère,296.0,176.0,120.0,68.18181818181817,10190.376363139854,0.029047013520587635,0.017271197228457512,0.011775816292130124,68.18181818181819
Vaslui,117.0,0.0,117.0,100.0,10874.766533152213,0.010758851663005387,0.0,0.010758851663005387,
Crnomelj,113.0,0.0,113.0,100.0,639.2062918736401,0.17678173922345888,0.0,0.17678173922345888,
Sarajevo-romanija,108.0,1.0,107.0,10700.0,4177.004495132195,0.025855849598883898,0.0002394060148044805,0.025616443584079416,10700.0
Budva,98.0,0.0,98.0,100.0,224.590446272424,0.4363498164170698,0.0,0.4363498164170698,
L'Aquila,99.0,1.0,98.0,9800.0,9263.957085043148,0.01068657800237844,0.00010794523234725696,0.010578632770031182,9800.0
Pesaro e Urbino,135.0,41.0,94.0,229.2682926829268,4948.253811252957,0.027282351542476026,0.008285751209196423,0.0189966003332796,229.26829268292676
Pljevlja,98.0,6.0,92.0,1533.3333333333335,2502.8813999154927,0.039154871662440284,0.0023972370405575686,0.036757634621882716,1533.3333333333333
Tolmin,92.0,0.0,92.0,100.0,812.2775356154038,0.11326178056900006,0.0,0.11326178056900006,
Pisa,103.0,11.0,92.0,836.3636363636364,4626.5879645688965,0.022262626537912913,0.00237756205744701,0.019885064480465904,836.3636363636365
Corrèze,86.0,0.0,86.0,100.0,11971.120022713436,0.0071839560406066994,0.0,0.0071839560406066994,
Plovdiv,83.0,0.0,83.0,100.0,10178.770984518702,0.008154226097260466,0.0,0.008154226097260466,
Primorsko-Goranska,81.0,0.0,81.0,100.0,6841.618242510239,0.011839304259437971,0.0,0.011839304259437971,
Maramures,81.0,0.0,81.0,100.0,14187.01477997985,0.00570944636741367,0.0,0.00570944636741367,
Vrhnika,79.0,0.0,79.0,100.0,266.0604631343624,0.29692498866358974,0.0,0.29692498866358974,
Treviso,78.0,2.0,76.0,3800.0,5166.361754092654,0.015097665187345906,0.00038711962018835657,0.014710545567157549,3800.0
Vercelli,76.0,2.0,74.0,3700.0,4241.572079156485,0.01791788482706016,0.00047152328492263573,0.017446361542137523,3700.0
Ferrara,570.0,500.0,70.0,14.000000000000002,5323.730690410394,0.10706777505232144,0.09391910092308899,0.013148674129232457,13.999999999999998
Livorno,69.0,1.0,68.0,6800.0,2288.991373120123,0.030144281367887434,0.00043687364301286133,0.029707407724874572,6800.0
Bar,67.0,0.0,67.0,100.0,1046.8973800921515,0.0639986318373463,0.0,0.0639986318373463,
Sisacko-Moslavacka,63.0,0.0,63.0,100.0,10265.467179984782,0.00613708065063371,0.0,0.00613708065063371,
Yambol,61.0,0.0,61.0,100.0,8019.169959177159,0.007606772310666822,0.0,0.007606772310666822,
Verbano-Cusio-Ossola,88.0,27.0,61.0,225.9259259259259,4718.455843521604,0.018650169232975484,0.005722211014662932,0.012927958218312552,225.92592592592595
Idrija,60.0,0.0,60.0,100.0,621.4246729947872,0.09655232984369017,0.0,0.09655232984369017,
Brodsko-Posavska,60.0,0.0,60.0,100.0,3712.0986057421196,0.016163363739095733,0.0,0.016163363739095733,
Brodsko-Posavska,60.0,0.0,60.0,100.0,4857.826753724052,0.012351202099581564,0.0,0.012351202099581564,
Burgas,59.0,0.0,59.0,100.0,14080.190455811888,0.0041902842284101734,0.0,0.0041902842284101734,
Teramo,94.0,35.0,59.0,168.57142857142858,3683.1492383841723,0.025521637575901913,0.009502737395282627,0.016018900180619286,168.57142857142858
Fermo,85.0,29.0,56.0,193.10344827586206,1663.9389900116591,0.05108360373201208,0.017428523626215886,0.033655080105796195,193.10344827586206
Brežice,54.0,0.0,54.0,100.0,408.6706862187789,0.13213573133819412,0.0,0.13213573133819412,
Shkodër,54.0,1.0,53.0,5300.0,6547.302628621859,0.008247671302673,0.0001527346537532037,0.008094936648919795,5300.0
Burgenland,71.0,19.0,52.0,273.6842105263158,8737.366429652286,0.008126018357092703,0.0021745682927431175,0.005951450064349585,273.6842105263158
Zagrebacka,50.0,0.0,50.0,100.0,5505.654276321136,0.009081572777833386,0.0,0.009081572777833386,
Žužemberk,48.0,0.0,48.0,100.0,355.9298724510279,0.13485802601916838,0.0,0.13485802601916838,
Kranj,48.0,0.0,48.0,100.0,309.4261675115164,0.15512585889560718,0.0,0.15512585889560718,
Ascoli Piceno,50.0,2.0,48.0,2400.0,2221.8816875686402,0.02250344844180879,0.0009001379376723515,0.021603310504136438,2400.0000000000005
Cerkno,47.0,0.0,47.0,100.0,278.04880102940024,0.16903507523138117,0.0,0.16903507523138117,
Terni,149.0,103.0,46.0,44.66019417475729,3921.429651176354,0.03799634655062672,0.026265930837010416,0.011730415713616302,44.66019417475729
Logatec,42.0,0.0,42.0,100.0,358.8576615086123,0.11703804740697178,0.0,0.11703804740697178,
Stara Zagora,40.0,0.0,40.0,100.0,8928.228766151413,0.004480171940894648,0.0,0.004480171940894648,
Krško,55.0,16.0,39.0,243.75,711.3524689722233,0.07731750770397287,0.022492365877519384,0.05482514182645349,243.74999999999994
Genova,42.0,3.0,39.0,1300.0,3642.793747876368,0.011529612409290166,0.000823543743520726,0.01070606866576944,1300.0000000000002
Dobrova-Polhov Gradec,39.0,0.0,39.0,100.0,251.12631253469013,0.15530033315251507,0.0,0.15530033315251507,
Brezovica,38.0,0.0,38.0,100.0,191.9298012852724,0.1979890550895699,0.0,0.1979890550895699,
Haute-Corse,73.0,35.0,38.0,108.57142857142857,8610.96345774979,0.008477564718301137,0.004064585823843011,0.004412978894458126,108.57142857142857
Lucca,38.0,3.0,35.0,1166.6666666666665,3401.0768493085952,0.011172931892945912,0.0008820735704957299,0.010290858322450183,1166.6666666666667
Ljubljana,35.0,0.0,35.0,100.0,573.8456492107696,0.060992010740408595,0.0,0.060992010740408595,
Ig,33.0,0.0,33.0,100.0,203.0322250451245,0.1625357747651421,0.0,0.1625357747651421,
Podgorica,31.0,0.0,31.0,100.0,2644.208122827535,0.01172373677108696,0.0,0.01172373677108696,
Haute-Loire,95.0,64.5,30.5,47.286821705426355,10056.136571396257,0.00944696796085871,0.006413994036583019,0.003032973924275692,47.28682170542637
Ariège,30.0,0.0,30.0,100.0,9292.242986617433,0.0032284993023972367,0.0,0.0032284993023972367,
Jesenice,36.0,6.0,30.0,500.0,127.05873846458309,0.28333352302277737,0.04722225383712956,0.23611126918564782,500.0
Satu Mare,30.0,0.0,30.0,100.0,10330.901459880033,0.0029039092199751146,0.0,0.0029039092199751146,
Mojkovac,29.0,0.0,29.0,100.0,696.5046328231651,0.04163647825636614,0.0,0.04163647825636614,
Rovigo,33.0,4.0,29.0,725.0,3604.9848122702197,0.00915399140869568,0.001109574716205537,0.008044416692490144,725.0
Skåne,28.0,0.0,28.0,100.0,36560.17249639638,0.00076586071914075,0.0,0.00076586071914075,
Mures,55.0,27.0,28.0,103.7037037037037,13850.286527498747,0.003971036981134033,0.0019494181543748892,0.002021618826759144,103.70370370370368
Puy-de-Dôme,84.0,56.5,27.5,48.67256637168141,16280.432442022624,0.0051595681072439704,0.0034704237864200513,0.0016891443208239191,48.67256637168143
Biella,28.0,1.0,27.0,2700.0,1876.8651261437024,0.014918493401563782,0.0005328033357701351,0.014385690065793646,2699.9999999999995
Brasov,34.0,8.0,26.0,325.0,10762.624021754673,0.003159080901764777,0.0007433131533564181,0.002415767748408359,325.0
Splitsko-Dalmatinska,55.0,30.0,25.0,83.33333333333334,7985.4059937599095,0.006887564645176342,0.003756853442823459,0.0031307112023528827,83.33333333333334
Nitriansky,38.0,14.0,24.0,171.42857142857142,13845.939297201267,0.0027444869708248025,0.0010111267787249272,0.0017333601920998753,171.42857142857144
Venezia,24.0,0.0,24.0,100.0,4336.370575135729,0.005534582338883432,0.0,0.005534582338883432,
Bled,25.0,1.0,24.0,2400.0,386.8635595197926,0.06462226639033175,0.00258489065561327,0.06203737573471848,2400.0
Ivancna Gorica,23.0,0.0,23.0,100.0,470.1707191777109,0.048918401469630154,0.0,0.048918401469630154,
Sliven,22.0,0.0,22.0,100.0,6606.634066660815,0.0033299861590668422,0.0,0.0033299861590668422,
Horjul,21.0,0.0,21.0,100.0,66.65589001622554,0.3150509279058179,0.0,0.3150509279058179,
Kobarid,22.0,1.0,21.0,2100.0,482.34788356438685,0.045610234334247476,0.0020731924697385217,0.043537041864508956,2100.0
Železniki,21.0,0.0,21.0,100.0,349.0095447299331,0.060170274186197394,0.0,0.060170274186197394,
Škofljica,21.0,0.0,21.0,100.0,93.89748346237153,0.22364816633680645,0.0,0.22364816633680645,
Ajdovščina,21.0,0.0,21.0,100.0,517.4365850451884,0.04058468343162485,0.0,0.04058468343162485,
Cerknica,20.0,0.0,20.0,100.0,505.6903246037138,0.039549896501723816,0.0,0.039549896501723816,
Grad Zagreb,21.0,1.0,20.0,2000.0,1449.89664548789,0.014483791010450612,0.0006897043338309815,0.01379408667661963,2000.0
Danilovgrad,20.0,0.0,20.0,100.0,946.490682466107,0.02113068873313096,0.0,0.02113068873313096,
Gorenja vas-Poljane,20.0,0.0,20.0,100.0,305.34819266961665,0.0654989958353537,0.0,0.0654989958353537,
Kanal,20.0,0.0,20.0,100.0,322.54074327869677,0.06200767009059275,0.0,0.06200767009059275,
Hautes-Alpes,19.0,0.0,19.0,100.0,10956.519797688403,0.0017341272914058535,0.0,0.0017341272914058535,
Teleorman,19.0,0.0,19.0,100.0,11395.148547074026,0.0016673762453828388,0.0,0.0016673762453828388,
Kranjska Gora,20.0,1.0,19.0,1900.0,496.9969379158081,0.040241696626686314,0.0020120848313343155,0.038229611795351996,1900.0
Dobrepolje,18.0,0.0,18.0,100.0,202.29527659088532,0.088978844703342,0.0,0.088978844703342,
Žiri,18.0,0.0,18.0,100.0,111.55534556364233,0.1613548854073604,0.0,0.1613548854073604,
Semic,17.0,0.0,17.0,100.0,310.4193346919905,0.05476462997019185,0.0,0.05476462997019185,
Ribnica,17.0,0.0,17.0,100.0,324.65474888162043,0.05236331844386095,0.0,0.05236331844386095,
Žabljak,17.0,0.0,17.0,100.0,867.6303560537208,0.01959359752847031,0.0,0.01959359752847031,
Škofja Loka,17.0,0.0,17.0,100.0,307.1743549250744,0.05534316171721634,0.0,0.05534316171721634,
Črna na Koroškem,55.0,38.0,17.0,44.73684210526316,333.64532334733883,0.16484570935448925,0.11389339919037439,0.05095231016411486,44.73684210526316
Nikšic,16.0,0.0,16.0,100.0,3836.1387160374443,0.004170860645135186,0.0,0.004170860645135186,
Bihor,16.0,0.0,16.0,100.0,16328.99916129587,0.0009798518477436337,0.0,0.0009798518477436337,
Grosuplje,16.0,0.0,16.0,100.0,280.7279777912229,0.05699467550718861,0.0,0.05699467550718861,
Sevnica,16.0,0.0,16.0,100.0,578.4225310892733,0.027661439760773378,0.0,0.027661439760773378,
Siena,17.0,1.0,16.0,1600.0,7153.891100842223,0.002376329155751141,0.00013978406798536124,0.00223654508776578,1600.0
Trebinje,21.0,6.0,15.0,250.0,5993.0984683695315,0.003504030529589014,0.0010011515798825756,0.0025028789497064385,249.99999999999994
Zala,18.0,3.0,15.0,500.0,6544.016891364144,0.002750604147087979,0.0004584340245146632,0.002292170122573316,500.0
Velike Lašče,15.0,0.0,15.0,100.0,221.7588551395077,0.06764104184504179,0.0,0.06764104184504179,
Kuyavian-Pomeranian,16.0,1.0,15.0,1500.0,49100.09477401425,0.0003258649514556099,2.036655946597562e-05,0.0003054983919896343,1500.0
Herceg Novi,15.0,0.0,15.0,100.0,438.1891912512107,0.03423178914379157,0.0,0.03423178914379157,
Bovec,14.0,0.0,14.0,100.0,795.2325315834202,0.01760491358687757,0.0,0.01760491358687757,
Ilirska Bistrica,14.0,0.0,14.0,100.0,999.1380671539895,0.014012077469812074,0.0,0.014012077469812074,
Mežica,24.0,10.0,14.0,140.0,67.6594436915596,0.3547176667518766,0.1477990278132819,0.2069186389385947,140.0
Kotor,14.0,0.0,14.0,100.0,538.1995833314272,0.026012654847000685,0.0,0.026012654847000685,
Forlì-Cesena,15.0,1.0,14.0,1400.0,4558.627334208117,0.003290464190270483,0.00021936427935136552,0.0030710999109191174,1400.0
Bohinj,13.0,0.0,13.0,100.0,709.5187888719157,0.018322277301026903,0.0,0.018322277301026903,
Padova,13.0,0.0,13.0,100.0,4190.888302224908,0.003101967664730746,0.0,0.003101967664730746,
Bijelo Polje,13.0,0.0,13.0,100.0,1459.1692608664575,0.008909178906551646,0.0,0.008909178906551646,
Istarska,13.0,1.0,12.0,1200.0,5592.05083542019,0.002324728508842887,0.0001788252699109913,0.0021459032389318958,1200.0
Harghita,16.0,4.0,12.0,300.0,13892.64530765311,0.001151688511847776,0.000287922127961944,0.0008637663838858321,300.0
Varna,13.0,1.0,12.0,1200.0,7385.689187541141,0.0017601607202655635,0.00013539697848196643,0.0016247637417835972,1200.0
Nova Goriška,12.0,0.0,12.0,100.0,635.9259616868651,0.018870121245197557,0.0,0.018870121245197557,
Šibensko-Kninska,13.0,1.0,12.0,1200.0,3382.753412255738,0.0038430232463592864,0.0002956171727968682,0.0035474060735624182,1200.0
Loška dolina,11.0,0.0,11.0,100.0,323.81546249870513,0.033969965223769966,0.0,0.033969965223769966,
Žirovnica,13.0,2.0,11.0,550.0,88.82991162257521,0.14634710045907762,0.022514938532165785,0.12383216192691184,550.0000000000001
Odessa,12.0,1.0,11.0,1100.0,70615.10424938491,0.00016993531522124073,1.4161276268436727e-05,0.000155774038952804,1100.0
Bacau,17.0,7.0,10.0,142.85714285714286,14162.205418866972,0.0012003780129719417,0.0004942732994590348,0.0007061047135129069,142.8571428571429
Kamnik,14.0,4.0,10.0,250.0,565.5080733116482,0.024756498909052144,0.0070732854025863275,0.017683213506465817,249.99999999999994
Kostel,10.0,0.0,10.0,100.0,233.28773629296103,0.04286551946066326,0.0,0.04286551946066326,
Naklo,10.0,0.0,10.0,100.0,55.03180860186907,0.18171309019381138,0.0,0.18171309019381138,
Borovnica,10.0,0.0,10.0,100.0,90.35782930782106,0.11067109598143517,0.0,0.11067109598143517,
Borsod-Abaúj-Zemplén,10.0,0.0,10.0,100.0,15169.00601332855,0.0006592389765824669,0.0,0.0006592389765824669,
Dobrich,9.0,0.0,9.0,100.0,8900.923123612318,0.001011131078766971,0.0,0.001011131078766971,
Buzau,9.0,0.0,9.0,100.0,12085.118572335508,0.0007447175587173992,0.0,0.0007447175587173992,
Tulcea,8.0,0.0,8.0,100.0,15396.095862850032,0.0005196122491873787,0.0,0.0005196122491873787,
Kukës,8.0,0.0,8.0,100.0,4211.921856212615,0.0018993704710356728,0.0,0.0018993704710356728,
Domžale,8.0,0.0,8.0,100.0,145.37434698069458,0.05503034177730397,0.0,0.05503034177730397,
Sibiu,46.0,38.0,8.0,21.052631578947366,11478.426791335098,0.004007517827680423,0.003310558205475132,0.0006969596222052908,21.052631578947363
Shumen,8.0,0.0,8.0,100.0,6344.69226119955,0.001260896458118757,0.0,0.001260896458118757,
Telšiai,7.0,0.0,7.0,100.0,12819.365125761666,0.000546048882400024,0.0,0.000546048882400024,
Zalaegerszeg,7.0,0.0,7.0,100.0,234.60812241990757,0.029836989136596142,0.0,0.029836989136596142,
Bloke,7.0,0.0,7.0,100.0,152.0322399930789,0.046042865646909285,0.0,0.046042865646909285,
Postojna,7.0,0.0,7.0,100.0,569.0297878507026,0.012301640703977702,0.0,0.012301640703977702,
Braila,7.0,0.0,7.0,100.0,9580.410493927358,0.0007306576272944695,0.0,0.0007306576272944695,
Tarn,7.0,0.0,7.0,100.0,11213.236206633252,0.0006242622442804791,0.0,0.0006242622442804791,
Bács-Kiskun,7.0,0.0,7.0,100.0,17222.55975131146,0.00040644364723234393,0.0,0.00040644364723234393,
Radovljica,18.0,11.0,7.0,63.63636363636363,249.7714412038754,0.07206588516782245,0.04404026315811371,0.028025622009708734,63.636363636363654
Andrijevica,7.0,0.0,7.0,100.0,619.4763534391845,0.011299866348630862,0.0,0.011299866348630862,
Plužine,6.0,0.0,6.0,100.0,1652.9273389817608,0.003629923626102119,0.0,0.003629923626102119,
Štore,8.0,2.0,6.0,300.0,57.06143480905183,0.140199769367365,0.03504994234184125,0.10514982702552375,300.0
Sežana,6.0,0.0,6.0,100.0,472.3450795931456,0.012702577541758452,0.0,0.012702577541758452,
Loški Potok,6.0,0.0,6.0,100.0,315.50585213509214,0.019017079903262592,0.0,0.019017079903262592,
Cantemir,9.0,3.0,6.0,200.0,1828.692153367759,0.004921550072506958,0.0016405166908356529,0.0032810333816713053,199.99999999999997
Galati,5.0,0.0,5.0,100.0,8714.462036198227,0.0005737588825599269,0.0,0.0005737588825599269,
Constanta,5.0,0.0,5.0,100.0,14127.01766362152,0.00035393174405631974,0.0,0.00035393174405631974,
Novo Mesto,5.0,0.0,5.0,100.0,658.202738532303,0.0075964436294344165,0.0,0.0075964436294344165,
Cerklje na Gorenjskem,5.0,0.0,5.0,100.0,163.62393648654498,0.030557876233537243,0.0,0.030557876233537243,
Razgrad,5.0,0.0,5.0,100.0,4934.374898659243,0.0010132995774922958,0.0,0.0010132995774922958,
Jezersko,8.0,3.0,5.0,166.66666666666669,115.84808063897277,0.06905595635141405,0.02589598363178027,0.04315997271963378,166.66666666666666
Vas,5.0,0.0,5.0,100.0,7136.469138146186,0.0007006265848294316,0.0,0.0007006265848294316,
Savona,5.0,0.0,5.0,100.0,3074.688342737564,0.0016261810767943476,0.0,0.0016261810767943476,
Luce,7.0,2.0,5.0,250.0,220.0809505844757,0.03180647839538082,0.009087565255823092,0.022718913139557727,249.99999999999994
Laško,6.0,1.0,5.0,500.0,424.5714782698134,0.014131896057763507,0.002355316009627251,0.011776580048136257,500.0000000000001
Divaca,5.0,0.0,5.0,100.0,313.27692262664425,0.01596032021151739,0.0,0.01596032021151739,
Mirna Pec,4.0,0.0,4.0,100.0,104.37672126525023,0.038322721307128334,0.0,0.038322721307128334,
Turin,4.0,0.0,4.0,100.0,14015.108331477837,0.0002854062848030955,0.0,0.0002854062848030955,
Tivat,4.0,0.0,4.0,100.0,60.5043112387094,0.0661109914005745,0.0,0.0661109914005745,
Lukovica,4.0,0.0,4.0,100.0,156.31221133194725,0.02558981135200968,0.0,0.02558981135200968,
Kosovska Mitrovica,4.0,0.0,4.0,100.0,619.266761100333,0.006459251894761269,0.0,0.006459251894761269,
Litija,4.0,0.0,4.0,100.0,458.46094913091474,0.008724843430138669,0.0,0.008724843430138669,
Komenda,4.0,0.0,4.0,100.0,54.01527559505947,0.07405312582290817,0.0,0.07405312582290817,
Novara,67.0,63.0,4.0,6.349206349206349,2704.866318217859,0.024770170543638528,0.02329135439177951,0.0014788161518590193,6.349206349206361
Trzin,4.0,0.0,4.0,100.0,21.598774977139165,0.18519568837740696,0.0,0.18519568837740696,
Kecskemét,4.0,0.0,4.0,100.0,520.7905315142681,0.0076806311903741134,0.0,0.0076806311903741134,
Trebnje,4.0,0.0,4.0,100.0,662.234962087419,0.006040152255615849,0.0,0.006040152255615849,
Dolenjske Toplice,4.0,0.0,4.0,100.0,220.1199172008085,0.01817191306841591,0.0,0.01817191306841591,
Jász-Nagykun-Szolnok,4.0,0.0,4.0,100.0,11386.35213488377,0.00035129776003900404,0.0,0.00035129776003900404,
Hîncesti,4.0,0.0,4.0,100.0,2692.843937483672,0.0014854184248559907,0.0,0.0014854184248559907,
Hajdú-Bihar,4.0,0.0,4.0,100.0,12061.104635582247,0.0003316445815584205,0.0,0.0003316445815584205,
Alessandria,4.0,0.0,4.0,100.0,6947.635005224548,0.0005757354836562431,0.0,0.0005757354836562431,
Leova,3.0,0.0,3.0,100.0,1578.3645706478537,0.0019007015589361737,0.0,0.0019007015589361737,
Trieste,3.0,0.0,3.0,100.0,360.87669176065486,0.008313088843071354,0.0,0.008313088843071354,
Ulcinj,3.0,0.0,3.0,100.0,537.1457489320738,0.005585076314881853,0.0,0.005585076314881853,
Vodice,3.0,0.0,3.0,100.0,64.63556950020117,0.04641407236290635,0.0,0.04641407236290635,
Pleven,3.0,0.0,3.0,100.0,8431.49722203179,0.00035580869221671536,0.0,0.00035580869221671536,
Mozirje,4.0,1.0,3.0,300.0,173.89544116754388,0.023002328141231147,0.005750582035307787,0.01725174610592336,299.99999999999994
Sodražica,3.0,0.0,3.0,100.0,106.4487619675028,0.028182572953886063,0.0,0.028182572953886063,
Trbovlje,3.0,0.0,3.0,100.0,186.5721173049775,0.016079573107358223,0.0,0.016079573107358223,
Lovech,3.0,0.0,3.0,100.0,7739.3155731213055,0.00038763117638192967,0.0,0.00038763117638192967,
Šiauliai,9.0,6.0,3.0,50.0,27220.735842683698,0.00033063029787341294,0.0002204201985822753,0.00011021009929113764,49.99999999999999
Hrpelje-Kozina,3.0,0.0,3.0,100.0,411.05782627929693,0.007298243235397306,0.0,0.007298243235397306,
Bistrita-Nasaud,12.0,9.5,2.5,26.31578947368421,11389.909944291554,0.0010535640807251697,0.000834071563907426,0.00021949251681774372,26.315789473684216
Metlika,2.0,0.0,2.0,100.0,114.79577269966595,0.017422244329784627,0.0,0.017422244329784627,
Cluj,2.0,0.0,2.0,100.0,14162.608755992831,0.00014121692086944865,0.0,0.00014121692086944865,
Medvode,2.0,0.0,2.0,100.0,164.79031826622398,0.012136635337817217,0.0,0.012136635337817217,
Vipava,2.0,0.0,2.0,100.0,224.3795630253016,0.008913467755414404,0.0,0.008913467755414404,
Rimini,10.0,8.0,2.0,25.0,1636.458672029295,0.006110756214576121,0.004888604971660896,0.0012221512429152247,25.00000000000001
Giurgiu,2.0,0.0,2.0,100.0,6505.804126597847,0.0003074178012558583,0.0,0.0003074178012558583,
Bjelovarsko-bilogorska,2.0,0.0,2.0,100.0,5485.232469727383,0.00036461535787915295,0.0,0.00036461535787915295,
Berane,2.0,0.0,2.0,100.0,1369.373797481164,0.0014605215929199276,0.0,0.0014605215929199276,
Zasavska,2.0,0.0,2.0,100.0,251.40564347720365,0.007955270901392279,0.0,0.007955270901392279,
Pivka,2.0,0.0,2.0,100.0,457.8900031620561,0.004367861246562663,0.0,0.004367861246562663,
Dol pri Ljubljani,2.0,0.0,2.0,100.0,71.82758489096953,0.02784445562294617,0.0,0.02784445562294617,
Vlasenica,2.0,0.0,2.0,100.0,4293.436003355685,0.00046582736960253514,0.0,0.00046582736960253514,
Campobasso,1.0,0.0,1.0,100.0,5341.2216107897875,0.00018722308731394007,0.0,0.00018722308731394007,
Šavnik,1.0,0.0,1.0,100.0,1019.2889908004021,0.000981076033416926,0.0,0.000981076033416926,
Prizren,1.0,0.0,1.0,100.0,1104.2668584065138,0.0009055782054738348,0.0,0.0009055782054738348,
Miklavž na Dravskem polju,1.0,0.0,1.0,100.0,23.122811804617683,0.04324733550788566,0.0,0.04324733550788566,
Mengeš,1.0,0.0,1.0,100.0,47.061995916005884,0.02124856756574359,0.0,0.02124856756574359,
Posavina,1.0,0.0,1.0,100.0,1191.367899327006,0.0008393712811675486,0.0,0.0008393712811675486,
Đakovica,1.0,0.0,1.0,100.0,1090.9270641124315,0.00091665156443212,0.0,0.00091665156443212,
Šenčur,1.0,0.0,1.0,100.0,90.99996301836973,0.01098901545485392,0.0,0.01098901545485392,
Gabrovo,2.0,1.0,1.0,100.0,3867.4310813619168,0.0005171391442858497,0.00025856957214292483,0.00025856957214292483,100.0
Podujevo,1.0,0.0,1.0,100.0,1069.785249311655,0.0009347670484739271,0.0,0.0009347670484739271,
