hour,count,percent
0,0,0.0
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
13,0,0.0
14,0,0.0
15,0,0.0
16,0,0.0
17,246,3.408146300914381
18,729,10.099750623441397
19,1668,23.10889443059019
20,2051,28.415073427542254
21,1288,17.844278193405376
22,977,13.535605430867276
23,259,3.5882515932391246
