province,current_strikes,historical_mean_strikes,strike_anomaly,strike_anomaly_percent,area_km2,current_density_km2,historical_mean_density_km2,density_anomaly_km2,density_anomaly_percent
Schwyz,21.0,0.0,21.0,100.0,1957.70641102827,0.01072683824382529,0.0,0.01072683824382529,
Burgenland,20.0,0.0,20.0,100.0,8737.366429652286,0.0022890192555190714,0.0,0.0022890192555190714,
Aargau,18.0,0.0,18.0,100.0,3109.4772340896975,0.0057887543933954925,0.0,0.0057887543933954925,
Lesser Poland,17.0,0.0,17.0,100.0,37506.00451195762,0.0004532607570763791,0.0,0.0004532607570763791,
Žilinský,15.0,0.0,15.0,100.0,15508.875110503503,0.0009671881353819876,0.0,0.0009671881353819876,
Genève,15.0,0.0,15.0,100.0,581.004049986864,0.02581737597240353,0.0,0.02581737597240353,
Podlachian,15.0,0.0,15.0,100.0,58862.340670236124,0.00025483186412912705,0.0,0.00025483186412912705,
Nitriansky,14.0,0.0,14.0,100.0,13845.939297201267,0.0010111267787249272,0.0,0.0010111267787249272,
Jihomoravský,13.0,0.0,13.0,100.0,16509.1261299646,0.0007874432539711825,0.0,0.0007874432539711825,
Tirol,10.0,0.0,10.0,100.0,27535.000090750826,0.0003631741408041274,0.0,0.0003631741408041274,
Zlínský,8.0,0.0,8.0,100.0,9206.298546254007,0.0008689702989542042,0.0,0.0008689702989542042,
Ain,6.0,0.0,6.0,100.0,11784.255627902563,0.0005091539244781232,0.0,0.0005091539244781232,
Subcarpathian,4.0,0.0,4.0,100.0,43485.61694027422,9.198443718744619e-05,0.0,9.198443718744619e-05,
Banskobystrický,4.0,0.0,4.0,100.0,21472.95847757877,0.00018628080542216132,0.0,0.00018628080542216132,
Opole,3.0,0.0,3.0,100.0,22825.75559104764,0.00013143047940006037,0.0,0.00013143047940006037,
Vaud,3.0,0.0,3.0,100.0,7006.100559768979,0.0004281982501402924,0.0,0.0004281982501402924,
Baden-Württemberg,2.0,0.0,2.0,100.0,82361.67344410799,2.428313943083288e-05,0.0,2.428313943083288e-05,
Zürich,2.0,0.0,2.0,100.0,3795.213577294451,0.0005269795649882157,0.0,0.0005269795649882157,
Salzburg,2.0,0.0,2.0,100.0,15714.480408186193,0.00012727115043257388,0.0,0.00012727115043257388,
Isère,2.0,0.0,2.0,100.0,15999.165292967638,0.00012500652148891112,0.0,0.00012500652148891112,
Volyn,2.0,0.0,2.0,100.0,50442.02807925729,3.964947636239943e-05,0.0,3.964947636239943e-05,
Lucerne,2.0,0.0,2.0,100.0,3150.9725001941665,0.0006347246762314674,0.0,0.0006347246762314674,
Kuyavian-Pomeranian,1.0,0.0,1.0,100.0,49100.09477401425,2.036655946597562e-05,0.0,2.036655946597562e-05,
Midtjylland,1.0,0.0,1.0,100.0,42624.437398566406,2.346072021196069e-05,0.0,2.346072021196069e-05,
Thurgau,1.0,0.0,1.0,100.0,2070.1375894503367,0.0004830596792677535,0.0,0.0004830596792677535,
