period_type,period_key,baseline_mode,current_total_strikes,historical_mean_total_strikes,strike_anomaly,strike_anomaly_percent,current_thunderstorm_days,historical_mean_thunderstorm_days,thunderstorm_day_anomaly,thunderstorm_day_anomaly_percent,reference_periods_used
week,2026-W14,all_previous_periods_same_type,0,0.0,0.0,,0,0.0,0.0,,0
