province,current_strikes,historical_mean_strikes,strike_anomaly,strike_anomaly_percent,area_km2,current_density_km2,historical_mean_density_km2,density_anomaly_km2,density_anomaly_percent
Subcarpathian,22.0,4.0,18.0,450.0,43485.61694027422,0.000505914404530954,9.198443718744619e-05,0.00041392996734350776,449.9999999999999
Zuid-Holland,16.0,0.0,16.0,100.0,8392.914722911548,0.0019063698998778237,0.0,0.0019063698998778237,
Zhytomyr,15.0,0.0,15.0,100.0,73876.51668028545,0.00020304151676391738,0.0,0.00020304151676391738,
Luxembourg,10.0,0.0,10.0,100.0,10708.722654921836,0.0009338181893620991,0.0,0.0009338181893620991,
Luxembourg,10.0,0.0,10.0,100.0,2377.5934837313134,0.004205933465255946,0.0,0.004205933465255946,
Loire,8.0,0.0,8.0,100.0,10040.252524771851,0.000796792708177605,0.0,0.000796792708177605,
Khmel'nyts'kyy,7.0,0.0,7.0,100.0,48466.09788392249,0.00014443085591014929,0.0,0.00014443085591014929,
Flevoland,7.0,0.0,7.0,100.0,6471.127903399402,0.0010817279621876692,0.0,0.0010817279621876692,
Floreşti,7.0,0.0,7.0,100.0,1747.6402752613596,0.0040054009392482956,0.0,0.0040054009392482956,
Bacau,7.0,0.0,7.0,100.0,14162.205418866972,0.0004942732994590348,0.0,0.0004942732994590348,
Comrat,5.0,0.0,5.0,100.0,3570.606778043584,0.0014003222171497733,0.0,0.0014003222171497733,
Bistrita-Nasaud,4.0,0.0,4.0,100.0,11389.909944291554,0.0003511880269083899,0.0,0.0003511880269083899,
Pyrénées-Orientales,4.0,0.0,4.0,100.0,7818.362476844809,0.000511616084806322,0.0,0.000511616084806322,
Veliko Tarnovo,4.0,0.0,4.0,100.0,8919.992919915894,0.00044843084920718926,0.0,0.00044843084920718926,
Drôme,4.0,0.0,4.0,100.0,12937.679768979984,0.0003091744479246268,0.0,0.0003091744479246268,
Cantemir,3.0,0.0,3.0,100.0,1828.692153367759,0.0016405166908356529,0.0,0.0016405166908356529,
Soroca,3.0,0.0,3.0,100.0,1837.7111066712557,0.0016324655105524504,0.0,0.0016324655105524504,
Edineţ,3.0,0.0,3.0,100.0,2109.689404615942,0.0014220102700596986,0.0,0.0014220102700596986,
Paris,2.0,0.0,2.0,100.0,298.6056326094299,0.006697797300481466,0.0,0.006697797300481466,
Vinnytsya,2.0,0.0,2.0,100.0,61674.987288230855,3.2428056947190495e-05,0.0,3.2428056947190495e-05,
Brest,2.0,0.0,2.0,100.0,88253.85567723769,2.2661899411107964e-05,0.0,2.2661899411107964e-05,
Cahul,2.0,0.0,2.0,100.0,2959.2817576903467,0.0006758396677851166,0.0,0.0006758396677851166,
Drochia,2.0,0.0,2.0,100.0,1700.9515846824556,0.0011758124205359865,0.0,0.0011758124205359865,
Niedersachsen,1.0,0.0,1.0,100.0,129790.42903725541,7.704728364161252e-06,0.0,7.704728364161252e-06,
Gabrovo,1.0,0.0,1.0,100.0,3867.4310813619168,0.00025856957214292483,0.0,0.00025856957214292483,
Varna,1.0,0.0,1.0,100.0,7385.689187541141,0.00013539697848196643,0.0,0.00013539697848196643,
Odessa,1.0,0.0,1.0,100.0,70615.10424938491,1.4161276268436727e-05,0.0,1.4161276268436727e-05,
Lozère,1.0,0.0,1.0,100.0,10190.376363139854,9.813180243441769e-05,0.0,9.813180243441769e-05,
Namur,1.0,0.0,1.0,100.0,9092.848782091985,0.00010997653474337563,0.0,0.00010997653474337563,
Val-d'Oise,1.0,0.0,1.0,100.0,3128.3858304766063,0.00031965366620000676,0.0,0.00031965366620000676,
Ternopil',1.0,0.0,1.0,100.0,32989.93046142941,3.0312279717265925e-05,0.0,3.0312279717265925e-05,
Donduseni,1.0,0.0,1.0,100.0,1929.6576495625734,0.0005182266399569302,0.0,0.0005182266399569302,
Saarland,1.0,0.0,1.0,100.0,6254.903563219429,0.0001598745671924149,0.0,0.0001598745671924149,
Minsk,1.0,0.0,1.0,100.0,112738.80504622836,8.870060309668456e-06,0.0,8.870060309668456e-06,
Thurgau,0.0,1.0,-1.0,-100.0,2070.1375894503367,0.0,0.0004830596792677535,-0.0004830596792677535,-100.0
Midtjylland,0.0,1.0,-1.0,-100.0,42624.437398566406,0.0,2.346072021196069e-05,-2.346072021196069e-05,-100.0
Kuyavian-Pomeranian,0.0,1.0,-1.0,-100.0,49100.09477401425,0.0,2.036655946597562e-05,-2.036655946597562e-05,-100.0
Isère,0.0,2.0,-2.0,-100.0,15999.165292967638,0.0,0.00012500652148891112,-0.00012500652148891112,-100.0
Salzburg,0.0,2.0,-2.0,-100.0,15714.480408186193,0.0,0.00012727115043257388,-0.00012727115043257388,-100.0
Zürich,0.0,2.0,-2.0,-100.0,3795.213577294451,0.0,0.0005269795649882157,-0.0005269795649882157,-100.0
Lucerne,0.0,2.0,-2.0,-100.0,3150.9725001941665,0.0,0.0006347246762314674,-0.0006347246762314674,-100.0
Vaud,0.0,3.0,-3.0,-100.0,7006.100559768979,0.0,0.0004281982501402924,-0.0004281982501402924,-100.0
Opole,0.0,3.0,-3.0,-100.0,22825.75559104764,0.0,0.00013143047940006037,-0.00013143047940006037,-100.0
Banskobystrický,0.0,4.0,-4.0,-100.0,21472.95847757877,0.0,0.00018628080542216132,-0.00018628080542216132,-100.0
Ain,0.0,6.0,-6.0,-100.0,11784.255627902563,0.0,0.0005091539244781232,-0.0005091539244781232,-100.0
Zlínský,0.0,8.0,-8.0,-100.0,9206.298546254007,0.0,0.0008689702989542042,-0.0008689702989542042,-100.0
Tirol,0.0,10.0,-10.0,-100.0,27535.000090750826,0.0,0.0003631741408041274,-0.0003631741408041274,-100.0
Jihomoravský,0.0,13.0,-13.0,-100.0,16509.1261299646,0.0,0.0007874432539711825,-0.0007874432539711825,-100.0
Nitriansky,0.0,14.0,-14.0,-100.0,13845.939297201267,0.0,0.0010111267787249272,-0.0010111267787249272,-100.0
Žilinský,0.0,15.0,-15.0,-100.0,15508.875110503503,0.0,0.0009671881353819876,-0.0009671881353819876,-100.0
Podlachian,0.0,15.0,-15.0,-100.0,58862.340670236124,0.0,0.00025483186412912705,-0.00025483186412912705,-100.0
Genève,0.0,15.0,-15.0,-100.0,581.004049986864,0.0,0.02581737597240353,-0.02581737597240353,-100.0
Lesser Poland,0.0,17.0,-17.0,-100.0,37506.00451195762,0.0,0.0004532607570763791,-0.0004532607570763791,-100.0
Burgenland,0.0,20.0,-20.0,-100.0,8737.366429652286,0.0,0.0022890192555190714,-0.0022890192555190714,-100.0
Schwyz,0.0,21.0,-21.0,-100.0,1957.70641102827,0.0,0.01072683824382529,-0.01072683824382529,-100.0
Jihočeský,0.0,22.0,-22.0,-100.0,23246.252728282718,0.0,0.000946389091487143,-0.000946389091487143,-100.0
Wien,0.0,23.0,-23.0,-100.0,922.8270347889726,0.0,0.02492341374162226,-0.02492341374162226,-100.0
Greater Poland,0.0,25.0,-25.0,-100.0,78996.72010868628,0.0,0.0003164688352327056,-0.0003164688352327056,-100.0
Glarus,0.0,25.0,-25.0,-100.0,1444.6463698162563,0.0,0.017305273125892903,-0.017305273125892903,-100.0
Appenzell Ausserrhoden,0.0,26.0,-26.0,-100.0,521.2509693436006,0.0,0.04988000316381417,-0.04988000316381417,-100.0
Warmian-Masurian,0.0,27.0,-27.0,-100.0,70406.18681462435,0.0,0.00038348902591599693,-0.00038348902591599693,-100.0
Vysočina,0.0,29.0,-29.0,-100.0,16420.658676735304,0.0,0.0017660680104804223,-0.0017660680104804223,-100.0
Appenzell Innerrhoden,0.0,32.0,-32.0,-100.0,361.8395429252337,0.0,0.08843698989143403,-0.08843698989143403,-100.0
Silesian,0.0,36.0,-36.0,-100.0,29998.358039065548,0.0,0.001200065682032289,-0.001200065682032289,-100.0
Haute-Savoie,0.0,38.0,-38.0,-100.0,9743.235208776816,0.0,0.0039001419123874965,-0.0039001419123874965,-100.0
West Pomeranian,0.0,40.0,-40.0,-100.0,67002.52866766034,0.0,0.000596992394099098,-0.000596992394099098,-100.0
Lower Silesian,1.0,59.0,-58.0,-98.30508474576271,49733.1569356463,2.010730992392017e-05,0.0011863312855112898,-0.0011662239755873697,-98.3050847457627
Lublin,48.0,107.0,-59.0,-55.140186915887845,62896.972124921675,0.000763152793820753,0.0017011947695587618,-0.0009380419757380089,-55.140186915887845
Sankt Gallen,0.0,76.0,-76.0,-100.0,4406.287770052629,0.0,0.017248079101082465,-0.017248079101082465,-100.0
Trenciansky,0.0,78.0,-78.0,-100.0,10423.10760671654,0.0,0.0074833728042621025,-0.0074833728042621025,-100.0
Savoie,0.0,86.0,-86.0,-100.0,12540.126166087115,0.0,0.006857985227658559,-0.006857985227658559,-100.0
Oberösterreich,0.0,92.0,-92.0,-100.0,26675.0661232829,0.0,0.003448913662474459,-0.003448913662474459,-100.0
Vorarlberg,0.0,118.0,-118.0,-100.0,5642.474633451219,0.0,0.020912810010778073,-0.020912810010778073,-100.0
Trnavský,0.0,125.0,-125.0,-100.0,9276.497485921514,0.0,0.01347491337001992,-0.01347491337001992,-100.0
Świętokrzyskie,9.0,153.0,-144.0,-94.11764705882352,27908.98143150657,0.00032247683499620166,0.005482106194935428,-0.005159629359939226,-94.11764705882352
Niederösterreich,0.0,159.0,-159.0,-100.0,43085.20508977451,0.0,0.003690361915852543,-0.003690361915852543,-100.0
Bratislavský,0.0,180.0,-180.0,-100.0,4734.838883243985,0.0,0.038016077091239144,-0.038016077091239144,-100.0
Masovian,70.0,330.0,-260.0,-78.78787878787878,93468.35834525601,0.0007489165450133623,0.003530606569348708,-0.0027816900243353457,-78.78787878787878
Bayern,1.0,575.0,-574.0,-99.82608695652175,162239.1648202032,6.163739816512373e-06,0.0035441503944946147,-0.0035379866546781024,-99.82608695652175
Łódź,0.0,668.0,-668.0,-100.0,47912.61627382707,0.0,0.013942048085671002,-0.013942048085671002,-100.0
