hour,count,percent
0,694,4.283950617283951
1,463,2.8580246913580245
2,192,1.1851851851851851
3,106,0.654320987654321
4,0,0.0
5,0,0.0
6,184,1.1358024691358024
7,0,0.0
8,522,3.2222222222222223
9,0,0.0
10,0,0.0
11,588,3.6296296296296298
12,420,2.5925925925925926
13,3566,22.012345679012345
14,0,0.0
15,1890,11.666666666666666
16,1241,7.6604938271604945
17,1149,7.092592592592592
18,1492,9.209876543209877
19,546,3.3703703703703702
20,552,3.4074074074074074
21,601,3.7098765432098766
22,596,3.6790123456790123
23,1398,8.62962962962963
