period_type,period_key,baseline_mode,current_total_strikes,historical_mean_total_strikes,strike_anomaly,strike_anomaly_percent,current_thunderstorm_days,historical_mean_thunderstorm_days,thunderstorm_day_anomaly,thunderstorm_day_anomaly_percent,reference_periods_used
days,2026-04-10,all_previous_periods_same_type,0,0.0,0.0,,0,0.0,0.0,,5
