hits,misses,false_alarms,correct_nulls,verification_total,hit_percent,miss_percent,false_alarm_percent,hits_majority,strikes_in_forecast_grids,total_strikes,percent_strikes_in_forecast_grids,grids_forecast,grids_with_strikes
0,0,0,0,0,0.0,0.0,0.0,False,0,0,0.0,0,0
